"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[Factum. Coutanson, Pierre. 1802]";"Couhert-Duvernet |Croizier
|Andraud
";"tribunal de familles |minorité |tutelle de la mère |doctrine |ordonnance de 1539 |";"Mémoire pour Pierre Coutanson et Marguerite Chéclin, sa femme, intimés ; contre Jacques Chéclin, appelant.";"De l'imprimerie de Landriot (Riom)";;"1802|1770-1802|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|27 p.";"BCU_Factums_M0703";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0209 |BCU_Factums_M0210||||||";"Yssingeaux (43268)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0703.pdf"
"[Factum. Marie, Melchior. 1806?]";"Costet";"coutume d'Auvergne |dot |jurisprudence |successions |";"A juger. Une fille, dotée par ses père et mère dans son contrat de mariage, en pays coutumier de la ci-devant province d'Auvergne, et instituée leur héritière, en cas que le fils vint à prendre l'état ecclésiastique ou à décéder sans enfans d'un légitime mariage, a-t-elle recueilli le fruit de cette institution, le fils, son frère, étant décédé après les père et mère, sans s'être marié ni fait prêtre ?";"de l'imprimerie de J.A Crespy (Le Puy-en-Velay)";;"Circa 1806|1748-Circa 1806|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|18 p.";"BCU_Factums_M0704";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Langeac (43112)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0704.pdf"
"[Factum. Chave, Jacques. An 13?]";"Girot |Delapchier |Marie";"reconnaissance de paternité |";"Mémoire pour Jacques Chave, appelant ; contre Jeanne Valla, et Elisabeth Ferrier, sa fille, majeure, intimées.";"De l'imprimerie de Landriot (Riom)";;"Circa An 13|1801-Circa An 13|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|22 p.";"BCU_Factums_M0705";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0307||||||";"Chambon-sur-Lac (63077)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0705.pdf"
"[Factum. Couguet-Florat, Marguerite. An 4?]";"Delapchier |Croizier";"divorces |assignats |substitution de testaments |";"Mémoire Pour Marguerite Couguet-Florat, veuve du sieur de Reyrolles, intimée; Contre Catherine Maigne, se disant aussi veuve dudit sieur de Reyrolles , appelante.";"De l'imprimerie de Landriot (Riom)";;"Circa An 4|1774-Circa An 4|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|32 p.";"BCU_Factums_M0706";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0524 |BCU_Factums_M0708
|BCU_Factums_M0615 |BCU_Factums_M0309
||||||";"Le Puy-en-Velay (43157) |Brioude (43040)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0706.pdf"
"[Factum. Maigne, Catherine. 1806]";"Pagès |Vernière";"divorces |remariage hâtif |nullité du mariage |";"Mémoire en réponse, pour dame Catherine Maigne, veuve du sieur Reyrolles, appelante d'un jugement rendu au tribunal du Puy, le 24 floréal an 13 ; contre Marguerite Couguet-Florat, intimée.";"De l'imprimerie de Landriot (Riom)";;"1806|1774-1806|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|54 p.";"BCU_Factums_M0707";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0706 |BCU_Factums_M0708
|BCU_Factums_M0615 |BCU_Factums_M0524
||||||";"Le Puy-en-Velay (43157) |Brioude (43040)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0707.pdf"
"[Factum. Couguet-Florat, Marguerite. 1806]";"Bergier |Beille-Bergier
|Andraud |Gaschon |Borye |Bergier
";"divorces |remariage hâtif |nullité du mariage |";"Consultations sur mémoire imprimé, pour Marguerite Couguet-Florat, veuve du sieur de Reyrolles, intimée ; contre Catherine Maigne, appelante de jugement du tribunal de première instance séant au Puy, rendu le 24 floréal an 13.";"De l'imprimerie de Landriot (Riom)";;"1806|1774-1806|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|14 p.";"BCU_Factums_M0708";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0524 |BCU_Factums_M0615
|BCU_Factums_M0309 |BCU_Factums_M0706
||||||";"Le Puy-en-Velay (43157) |Brioude (43040)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0708.pdf"
"[Factum.  Champflour-d'Alagnat, Jean-Baptiste-César. An 10?]";"Champflour |Toutée
|Pagès |Dartis-Marcillat |Andraud
";"créances |assignats |Couthon |émigrés |inventaires |contre-révolution |Blatin |Aubier (abbé) |lettres de change |notables |opinion publique |séquestre |";"Mémoire en réponse, pour Jean-Baptiste-César Champflour-d'Alagnat, propriétaire, habitant de la ville de Clermont-Ferrand, département du Puy-de-Dôme, défendeur ; contre Pierre Boyer, juge au tribunal civil de l'arrondissement de la même ville, demandeur.";"De l'imprimerie de Landriot (Riom)";;"circa An 10|1789-Circa An 10|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|59 p.";"BCU_Factums_M0709";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0709.pdf"
"[Factum. Ducourthial, Gilbert. An 9]";"Touttée |Touttée jeune |Gaschon |Deval |Boyrot |Dartis-Marcillat |Picot-Lacombe |Pagès |Maugue |Bergier |Siméon |Portalis |Muraire |Favard |Ferey";"partage |successions |secondes noces |conflit de lois |droit d'aînesse |";"Consultations [contrat de mariage de Gilbert Ducourthial de Lassuchette avec Marie-Léonarde Cornudet et contrat de mariage de Marie-Joseph Maignol avec Gilberte Ducourthial, du 2 avril 1783]";"De l'imprimerie de Landriot (Riom)";;"An 9|1778-An 9|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|54 p.";"BCU_Factums_M0710";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0527 |BCU_Factums_M0127||||||";"Pontaumur (63283) |Landogne (63186)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0710.pdf"
"[Factum. Chalus, François. An 8?]";"Chabroud";"homicide par famine |démence |autopsies |médecine légale |jury d'accusation |condamnation à mort d'une femme |homicides |rumeurs |";"Ouverture de cassation, pour François Chalus et Claudine Mazuel ; Prétendu homicide par famine.";"De l'imprimerie de Renaudière (Paris)";;"Circa An 8|1798-Circa An 8|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|44 p.";"BCU_Factums_M0711";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Pontaumur (63283)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0711.pdf"
"[Factum. Douvreleur de Gardelle, Joseph. An 13?]";"Guichard";"successions |héritier universel |conflit de lois |moulins |rétroactivité de la loi |exception de la chose jugée |";"Défense sommaire pour Joseph Douvreleur de Gardelle, propriétaire, demeurant à Arlanc, près d'Ambert, département du Puy-de-Dôme ; contre Antoine et Madeleine Velay, demandeurs en cassation d'un jugement de la Cour d'Appel de Riom, du 29 Thermidor an 11. |Annotations manuscrites.";"s.n.";;"Circa An 13|1714-Circa An 13|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|15 p.";"BCU_Factums_M0712";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0232 |BCU_Factums_G1221||||||";"Arlanc (63010)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0712.pdf"
"[Factum. Chabrol. An 7?]";"Chabrol";"jouissance des eaux |aqueducs |destruction de canalisations souterraines |diffusion du factum |moulins |police |moulins |terriers |";"Observation de M. Chabrol, ancien militaire, sur le mémoire signé Neiron-Desaulnats, intitulé : Mémoire justificatif, pour Joseph Neiron-Desaulnats, habitant de la ville de Riom, accusé à la police correctionnelle ; contre M. le Procureur impérial.";"s.n.";;"Circa An 7|Circa 1756-Circa An 7|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|18 p.";"BCU_Factums_M0713";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0525 |BCU_Factums_M0529
|BCU_Factums_M0530 |BCU_Factums_M0540
||||||";"Malauzat (63203)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0713.pdf"
"[Factum. Drappeau, Jean-Baptiste-Géraud]";"de Vixouzes |Armand
|Vigier
";"successions |droit écrit |doctrine |usufruit |substitution |";"Mémoire pour Me. Jean-Baptiste-Géraud Drappeau, diacre, héritier de demoiselle Catherine Faliès sa mère, et sieur François-Louis Drappeau, bourgeois, habitans de la ville d'Aurillac, demandeurs ; contre Me. Guy Salvage, prêtre, curé de la paroisse de Giou, défendeur.";"Chez Vedeilhé (Villefranche-de-Rouergue)";;"Circa 1780|1714-Circa 1780|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|24 p.";"BCU_Factums_M0714";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Aurillac (15014) |Giou-de-Mamou (15074)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0714.pdf"
"[Factum. Daudin de la Fabrie. An 13?]";"Pagès-Meymac |Poirier |Tronchet |Coffinhal";"faux |héritiers mineurs |abus de faiblesse |doctrine |droit coutumier |minorité |";"Consultation [Daudin de la Fabrie. An 13]";"De l'imprimerie de Landriot (Riom)";;"Circa An 13|1773-Circa An 13|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|28  p.";"BCU_Factums_M0715";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Vic-sur-Cère (15258) |Vernet (domaine du)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0715.pdf"
"[Factum. Dejax, Julien. An 11?]";"Pagès-Meymac |Périssel";"successions |successions collatérales |donations |coutume d'Auvergne |droit intermédiaire |doctrine |nullité du testament |surnoms |défaut de nom patronymique |abus de faiblesse |procuration |droit intermédiaire |biens nationaux |ventes |testaments |coutume d'Auvergne |droit matrimonial |jurisprudence |droit romain |doctrine |signatures |surnoms |nom de famille |";"Mémoire pour Julien Dejax, homme de loi, habitant de la commune de Brioude, appelant ; contre Agnès Dejax, et le citoyen Pierre Dalbine, son mari, juge au tribunal de première instance de l'arrondissement de Brioude ; Jospeh Dalbine, Marie Dalbine, fille majeure, et Anne-Marie Dalbine, veuve de Robert Croze-Montbrizet-Gizaguet, en son propre et privé nom ; tous enfans dudit Pierre Dalbine et de ladite Dejax, son épouse ; et encore ladite Marie Dalbine, veuve Gizaguet, au nom de tutrice de ses enfans mineurs, et dudit Montbrizet-Gizaguet ; tous intimés.";"De l'imprimerie de Landriot (Riom)";;"Circa An 11|1771-Circa An 11|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|29 p.";"BCU_Factums_M0716";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_G0931  |BCU_Factums_G0932||||||";"Vazeliettes (domaine de) |Poux (domaine du) |Fontanes (domaine de) |Brioude (43040)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0716.pdf"
"[Factum. Flouvat, Jean-Joseph. 1786]";"Milanges de Neulhat |Pouzol";"usufruit |donations |contrats de mariage |chanoines |Chapitres  |";"Mémoire pour Messire Jean-Joseph Flouvat, bachelier de Sorbonne, chanoine du Chapitre de Notre-Dame du Port de Clermont, demandeur. Contre Dame Geneviève Bayet et sieur Michel Vima, écuyer, secrétaire du Roi, Seigneur de Murs et Vedières, son mari, défendeurs";"de l'imprimerie de Martin Dégoutte (Riom)";;"1786|1713-1786|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|17 p.";"BCU_Factums_M0717";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0718 |BCU_Factums_M0719||||||";"Ambert (63003)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0717.pdf"
"[Factum. Héritiers Flouvat. 1786]";"Ferrand |Poriquet
|Durand
";"successions |séparation de biens |absence |";"Sommaire pour les héritiers de sieur et dame Flouvat ; contre la demoiselle Marcon ; et maître Collet de Blacy, Procureur en la Cour. |Annotations manuscrites.";"chez P. G. Simon et N.H. Nyon (Paris)";;"1786|1743-1786|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|12 p.";"BCU_Factums_M0718";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0717 |BCU_Factums_M0719||||||";"Ambert (63003)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0718.pdf"
"[Factum. Flouvat. An 8?]";"Cathol |Delapchier
|Faye
";"successions |séparation de biens |absence |experts |";"Mémoire pour les héritiers Flouvat contre Jeanne Astanière, veuve Marcon. |Arbre généalogique.";"De l'imprimerie de Landriot (Riom)";;"Circa An 8|1738-Circa An 8|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|35 p.";"BCU_Factums_M0719";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0717 |BCU_Factums_M0718
|BCU_Factums_M0317
||||||";"Ambert (63003)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0719.pdf"
"[Factum. Froquières, Jeanne. 1773]";"Armand |Mabit";"séparation de biens |successions |jeux d'argent |domaines |commerce |fromages |arbitrages |doctrine |créances |";"Mémoire signifié pour dame Jeanne Froquières, épouse de Messire Jacques-Philippe de Métivier, écuyer, Seigneur de Vals, demanderesse en séparation de biens. Contre le sieur de Métivier, son mari, défendeur.";"De l'imprimerie d'Antoine Viallanes (Aurillac)";;"1773|1743-1773|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|56 p.";"BCU_Factums_M0720";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Mont-Dore (63236) |Vals (château de) |Espels (domaine d') |Vic (domaine de) |Raulhac (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0720.pdf"
"[Factum. Julhe, Jeanne. 1771]";"Esquirou de Parieu |Armand
|Besse
";"testaments |experts |";"Mémoire pour Jeanne Julhe, veuve de Jean Brioude, maître cordonnier, habitans de la ville d'Aurillac, défenderesse. Contre Me. Jean-Baptiste Bouchincant, prêtre, principal du Collège de cette ville, demandeur.";"De l'imprimerie d'Antoine Viallanes (Aurillac)";;"1771|1699-1771|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|8 p.";"BCU_Factums_M0721";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Aurillac (15014)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0721.pdf"
"[Factum. Lafont, Catherine. An 14]";"Delapchier |Tardif";"posthume |successions |enfant né viable |médecine légale |accouchement |témoins |vices de forme |actes de naissance |faux |sage-femme |baptême |";"Mémoire en réponse, pour Catherine Lafont, et Louis-Auguste Petauton, son mari, habitant à Néris-les-Bains, intimés ; contre Gilbert Lafont, Jean-Baptiste Bournet, Jean Forichon, Marie et autre Marie Lafont, leurs femmes, habitant aussi à Néris, appelans.";"De l'imprimerie de Landriot (Riom)";;"An 14|1801-An 14|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|32 p.";"BCU_Factums_M0722";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0323 |BCU_Factums_M0723||||||";"Néris-les-Bains (03195)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0722.pdf"
"[Factum. Lafont, Catherine. 1806]";"Bayard |Raymond
|Doulcet
";"posthume |successions |enfant né viable |médecine légale |accouchement |témoins |vices de forme |actes de naissance |faux |sage-femme |baptême |";"Consultations médicales dans la cause d'entre Catherine Lafont, intimée, et Gilbert Lafont, appelant.";"De l'imprimerie de Landriot (Riom)";;"1806|1806|1804-1814 : 1er Empire |";"text|factum";"application/pdf|4 p.";"BCU_Factums_M0723";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0323 |BCU_Factums_M0722 |BCU_Factums_G1508||||||";"Néris-les-Bains (03195)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0723.pdf"
